지역,매장명,브랜드명
서울특별시 서대문구 신촌로 19,창천점,메가커피
서울특별시 서대문구 거북골로 184,재울북가좌초교점,메가커피
서울특별시 마포구 삼개로 19,마포도화점,메가커피
서울특별시 마포구 큰우물로  49,마포용강점,메가커피
경기도 성남시 분당구 판교대장로 92 (대장동) ,판교대장점,메가커피
경기도 용인시 기흥구 신구로12번길 21 . ,용인신갈점,메가커피
경기도 용인시 기흥구 사은로 130-8 . ,용인보라나곡점,메가커피
"경기도 파주시 와석순환로 72 101호(야당동, 홍원프라자) ",파주한빛마을점,메가커피
"서울특별시 마포구 백범로 102 102,103호(대흥동,원흥빌딩) ",대흥역점,메가커피
서울특별시 서대문구 신촌로 75 . ,신촌로터리점,메가커피
서울특별시 서초구 방배로 141,내방역점,메가커피
경기도 고양시 일산동구 고양대로 1034 ,식사은행마을점,메가커피
충청남도 천안시 서북구 성정두정로 12 ,천안성정점,메가커피
"경기도 용인시 기흥구 구갈로 70 108호(구갈동, 메가타운) ",기흥구청점,메가커피
서울특별시 서초구 동광로 75,함지박사거리점,메가커피
서울특별시 서대문구 연세로5가길 8-6 (창천동) 메가커피 ,신촌점,메가커피
서울특별시 서대문구 연세로 50 (신촌동) 메가커피 ,연세대공학원점,메가커피
서울특별시 마포구 새창로 10 1층일부(도화동) ,공덕오거리점,메가커피
경기도 고양시 일산동구 중산로 244 (중산동) 메가커피 ,일산중산마을점,메가커피
충청남도 천안시 서북구 봉정로 362 ,천안두정점,메가커피
서울특별시 서대문구 응암로 108 1층(북가좌동) ,북가좌점,메가커피
"경기도 용인시 기흥구 기흥역로 63 (구갈동, 힐스테이트 기흥) 메가커피 ",기흥역점,메가커피
경기도 용인시 수지구 풍덕천로 130 (풍덕천동)1층일부 ,수지구청역점,메가커피
경기도 고양시 일산서구 탄현로 136 . ,일산에듀포레점,메가커피
"서울특별시 마포구 백범로31길 8 (공덕동, 공덕SK리더스뷰) 메가커피 ",공덕sk리더스뷰점,메가커피
서울특별시 서대문구 신촌로 121 . ,신촌역점,메가커피
경기도 용인시 수지구 손곡로 107 ,수지동천중앙점,메가커피
경기도 고양시 덕양구 향기로 123 1층(향동동) ,고양향동중앙점,메가커피
서울특별시 마포구 대흥로20길 28,마포아트센터점,메가커피
경기도 용인시 기흥구 용구대로2394번길 2 ,구성점,메가커피
경기도 용인시 기흥구 새천년로26번길 2 ,신갈역점,메가커피
서울특별시 서대문구 연희로 98 (연희동) 메가커피 ,연희점,메가커피
"서울특별시 서대문구 가재울미래로 2 (남가좌동, DMC파크뷰자이) 메가커피 ",재울뉴타운점,메가커피
"경기도 고양시 덕양구 도래울로 16, 상가동 1층 112호(도내동, 도래울파크뷰(PARK VIEW)) ",고양도래울점,메가커피
서울특별시 서대문구 증가로 150,명지대점,메가커피
경기도 파주시 미래로 ,파주가람9단지점,메가커피
경기도 고양시 덕양구 고양대로1384번길 9 (성사동) 메가커피 ,신원당점,메가커피
충청남도 천안시 동남구 통정11로 49 105호(신방동) ,천안신방지구점,메가커피
서울특별시 용산구 이촌로 248 31동108호(이촌동) ,동부이촌점,메가커피
경기도 파주시 경의로 1090,파주야당역점,메가커피
서울특별시 용산구 새창로 108-1 1층(용문동) ,용문시장점,메가커피
경기도 용인시 수지구 문인로 57 (풍덕천동) 메가커피 ,용인풍덕천점,메가커피
서울특별시 마포구 만리재옛길 6,서울공덕초교점,메가커피
경기도 고양시 덕양구 호국로790번길 17 110(성사동영프라자) ,일산원당시장점,메가커피
경기도 안성시 공도읍 승두길 43-9 ,안성공도중앙점,메가커피
경기도 파주시 다율동 산 59-1 ,운정해오름마을점,메가커피
"경기도 고양시 일산동구 위시티로 67, 109동 110호(식사동, C.K메티컬프라자) ",일산식사지구점,메가커피
경기도 고양시 일산동구 위시티로 67 ,일산식사지구점,메가커피
경기도 파주시 송학1길 60,야당중앙점,메가커피
경기도 안성시 공도읍 만정리 779-4 1층102호 ,안성공도점,메가커피
서울특별시 은평구 응암로 174,은평대림시장점,메가커피
서울특별시 서대문구 이화여대길 24 (대현동) 메가커피 ,이대점,메가커피
서울특별시 용산구 한강대로 130-3,신용산역점,메가커피
경기도 파주시 청암로17번길 53 (목동동)1층 ,운정신도시1호점,메가커피
충청남도 천안시 동남구 대흥로 231 1층(대흥동) ,천안역점,메가커피
서울특별시 은평구 가좌로 318 1층 좌측(신사동) ,은평신사고개점,메가커피
"서울특별시 은평구 가좌로 269 (신사동, 다보빌딩) . ",새절역점,메가커피
경기도 파주시 와석순환로 425 1층 103호 ,운정해솔마을점,메가커피
경기도 용인시 기흥구 강남로 12 (구갈동) 메가커피 ,용인강남대점,메가커피
"서울특별시 마포구 마포대로 195 (아현동, 마포 래미안 푸르지오) 메가커피 ",애오개점,메가커피
경기도 고양시 덕양구 호국로 859 ,고양성사점,메가커피
서울특별시 서대문구 가좌로 146 . ,명지전문대점,메가커피
경기도 용인시 기흥구 보정로 32 . ,용인보정점,메가커피
경기도 고양시 덕양구 도래울로 103 (도내동) 메가커피 ,원흥중앙점,메가커피
경기도 용인시 수지구 신수로783번길 30 1층(동천동) ,수지동천점,메가커피
경기도 용인시 기흥구 구성로 103 (언남동) 메가커피 ,용인언남점,메가커피
충청남도 천안시 동남구 만남로 20 (신부동세계관광여행사)1층 ,천안터미널점,메가커피
서울특별시 은평구 응암로 243 (응암동) 메가커피 ,신응암시장점,메가커피
서울특별시 은평구 은평로 49 . ,응암역점,메가커피
서울특별시 은평구 갈현로 44 (신사동) 메가커피 ,은평신사점,메가커피
서울특별시 서초구 태봉로 70,서초우면점,메가커피
경기도 성남시 분당구 운중로 115 ,서판교점,메가커피
경기도 용인시 기흥구 죽전로 33 103호 ,죽전보정점,메가커피
서울특별시 서초구 서초대로 271 (서초동) 메가커피 ,서초법원점,메가커피
서울특별시 은평구 갈현로 88,은평역촌점,메가커피
경기도 용인시 수지구 용구대로2801번길 7 ,죽전벽산타운점,메가커피
서울특별시 서초구 서초중앙로 107,교대역점,메가커피
경기도 고양시 덕양구 삼원로 73 . ,원흥지식산업센터점,메가커피
경기도 파주시 미래로 622 107호(와동동) ,운정가람마을점,메가커피
서울특별시 용산구 한강대로 277-2 (갈월동) 메가커피 ,숙대입구역점,메가커피
"서울특별시 은평구 은평로 98, 104호(응암동, 송원하이본) ",응암이마트점,메가커피
서울특별시 은평구 연서로4길  2,역촌중앙점,메가커피
서울특별시 서초구 신반포로 200  지하 G-002호 ,반포고투몰점,메가커피
경기도 용인시 기흥구 마북로154번길 3 (마북동) 메가커피 ,용인마북점,메가커피
충청남도 천안시 동남구 청수14로 68 ,천안법조타운점,메가커피
"경기도 성남시 분당구 성남대로 38 1층 101호 (구미동, 케이앤에프코퍼레이션) ",오리역점,메가커피
경기도 용인시 수지구 대지로 46 1층 일부호(죽전동) ,죽전중앙점,메가커피
경기도 용인시 처인구 남사면 한숲로 45 136호(한숲시티) ,용인한숲시티점,메가커피
충청남도 천안시 동남구 청당4로 61 106호(청당동) ,천안청당점,메가커피
"서울특별시 중구 만리재로 175 (만리동2가, 서울역센트럴자이) 메가커피 ",서울만리점,메가커피
서울특별시 은평구 역말로 49 101호(역촌동파빌리안) ,역말사거리점,메가커피
"충청남도 천안시 동남구 충절로 200 (원성동, 대로약국) ",천안원성점,메가커피
경기도 파주시 가람로 ,파주운정가람점,메가커피
경기도 파주시 가람로116번길 37,파주와동점,메가커피
서울특별시 중구 중림로 10 . ,충정로역점,메가커피
서울특별시 은평구 서오릉로 201 1층(구산동) ,구산사거리점,메가커피
경기도 성남시 분당구 돌마로 68 (구미동) 메가커피 ,미금역점,메가커피
경기도 성남시 분당구 운중로 242 ,판교원마을점,메가커피
서울특별시 은평구 연서로 137 (구산동) 메가커피 ,구산역점,메가커피
서울특별시 용산구 한강대로 403,서울역점,메가커피
서울특별시 서초구 동산로 3,양재시민의숲점,메가커피
서울특별시 은평구 서오릉로 74 (대조동) 메가커피 ,역촌역점,메가커피
경기도 용인시 수지구 죽전로 150 ,죽전단대점,메가커피
경기도 성남시 분당구 정자일로 136 제씨103호(정자동정자역엠코헤리츠3단지) ,정자엠코점,메가커피
경기도 성남시 분당구 성남대로 331번길 13 ,정자역점,메가커피
서울특별시 은평구 은평로  217,녹번점,메가커피
경기도 파주시 탄현면 하늘소로 102 ,파주법흥리점,메가커피
서울특별시 서대문구 세무서길 6 1층 ,홍제역점,메가커피
서울특별시 서대문구 통일로 510 제상가동 108호 ,홍은사거리점,메가커피
경기도 용인시 수지구 현암로 139 (죽전동) 메가커피 ,용인죽전점,메가커피
"경기도 성남시 분당구 정자일로 230 (정자동, 동양정자파라곤) 메가커피 ",정자점,메가커피
서울특별시 은평구 진흥로 158 . ,불광시장점,메가커피
충청남도 천안시 동남구 각원사길 50 . ,천안안서점,메가커피
서울특별시 은평구 갈현로 260 1층 ,서울갈현초점,메가커피
서울특별시 서초구 마방로10길 34-2 제1층 제101호 ,양재삼호물산점,메가커피
서울특별시 서초구 서초대로77길 35,강남중앙점,메가커피
충청남도 천안시 동남구 문암로 68-1 . ,백석대점,메가커피
서울특별시 강남구 강남대로78길 12 . ,강남로데오점,메가커피
서울특별시 강남구 테헤란로 101 (역삼동이즈타워)지하상가E-35 ,강남역점,메가커피
서울특별시 은평구 통일로 855-15​,연신내역점,메가커피
경기도 용인시 기흥구 동백중앙로 177 ,동백역점,메가커피
서울특별시 강남구 강남대로 438,강남CGV점,메가커피
"서울특별시 서초구 사평대로55길 149 (반포동, 와이제이빌딩) . ",논현역점,메가커피
서울특별시 서대문구 홍은중앙로33 1층(홍은동),홍제홍은벽산점,메가커피
서울특별시 강남구 강남대로 480 1층 ,신논현역점,메가커피
서울특별시 서초구 강남대로 523,논현중앙점,메가커피
서울특별시 은평구 통일로 ,불광역점,메가커피
경기도 성남시 분당구 느티로69번길 8 1층(정자동) ,분당느티마을점,메가커피
경기도 용인시 기흥구 동백중앙로 283 D동125호(중동골드프라자) ,용인동백점,메가커피
서울특별시 강남구 개포로 221 1층(개포동) ,강남포이점,메가커피
경기도 성남시 분당구 불정로 134 (정자동) 메가커피 ,이마트분당점,메가커피
서울특별시 중구 명동8나길 51,명동중앙우체국점,메가커피
서울특별시 은평구 연서로 270-1 (불광동) 메가커피 ,불광연신점,메가커피
서울특별시 용산구 한남대로21길 33,한남오거리점,메가커피
서울특별시 종로구 새문안로5길 11-1 . ,광화문역점,메가커피
